drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2, reducing JAK-STAT signaling involved in proliferation and survival",10.0,30.0,µM,Shows moderate anti-proliferative effects in AML; may synergize with FLT3 or BCL-2 inhibition,ruxolitinib,False,CHEMBL1287854
Dasatinib,SRC/ABL tyrosine kinase inhibitor,"Inhibits BCR-ABL, SRC family kinases, and other tyrosine kinases, impacting signaling networks in AML cells",0.5,10.0,µM,Off-target activity in AML; some MOLM-13 sensitivity reported,dasatinib,False,CHEMBL1421
Nilotinib,BCR-ABL tyrosine kinase inhibitor (second generation),"More potent BCR-ABL inhibitor than imatinib with activity on additional kinases, providing some inhibition of FLT3-related pathways at higher concentrations",1.0,20.0,µM,Some reported activity in FLT3-mutant AML at micromolar range,nilotinib,False,CHEMBL255863
Ponatinib,Broad-spectrum tyrosine kinase inhibitor,"Inhibits multiple kinases including BCR-ABL and FLT3, effectively blocking FLT3-ITD signaling",0.1,5.0,µM,Strong activity in FLT3-ITD AML cell lines,ponatinib,False,CHEMBL2105708
Tofacitinib,JAK inhibitor,"Inhibits JAK family kinases, reducing cytokine-driven JAK-STAT signaling and potentially AML cell survival",10.0,30.0,µM,"Used clinically for autoimmune diseases; modest direct antiproliferative effects, useful in combination regimens",tofacitinib,False,CHEMBL2103743
Ibrutinib,BTK inhibitor,"Irreversibly inhibits Bruton's tyrosine kinase (BTK), interfering with B-cell receptor signaling and potentially AML survival pathways where BTK is active",10.0,20.0,µM,AML cells show variable BTK dependence; suggested for repurposing screens,ibrutinib,False,CHEMBL1873475
Everolimus,mTORC1 inhibitor,"Allosterically inhibits mTORC1, suppressing protein synthesis and cell growth pathways critical for AML proliferation",0.5,10.0,µM,AML including MOLM-13 often mTOR-dependent; IC50 usually low-nM to low-µM,everolimus,False,CHEMBL1908360
Sirolimus,mTOR inhibitor,"Forms a complex with FKBP12 to inhibit mTORC1, leading to cytostatic effects on AML cells",0.5,10.0,µM,Also known as Rapamycin; often cytostatic rather than overtly cytotoxic; 72–96 h exposure recommended to see effects on cell number,sirolimus,False,CHEMBL263427
Metformin,Biguanide; metabolic modulator,"Indirectly activates AMPK and inhibits mitochondrial complex I, altering cellular energy metabolism and potentially stressing AML cells",0.1,50.0,mM,In vitro antiproliferative effects typically at high millimolar concentrations; used to probe metabolic vulnerabilities,metformin,False,CHEMBL1431
Chloroquine,Autophagy inhibitor; antimalarial,"Inhibits lysosomal acidification and autophagic flux, impairing AML cell survival mechanisms and sensitizing to other drugs",1.0,100.0,µM,Hydroxychloroquine is an alternative with similar mechanism; may sensitize AML cells to other agents; alone often shows micromolar IC50s,chloroquine,False,CHEMBL76
Disulfiram,ALDH inhibitor; alcohol aversion drug,"Inhibits aldehyde dehydrogenase (ALDH) and can generate cytotoxic reactive oxygen species in cancer cells, targeting ALDH-dependent AML stem-like populations",10.0,20.0,µM,AML stem-like cells rely on ALDH; reported nanomolar to micromolar activity in AML lines,disulfiram,False,CHEMBL964
Niclosamide,Anthelmintic; multi-pathway signaling modulator,"Disrupts multiple signaling pathways including Wnt/β-catenin, STAT3, and mTOR, leading to growth inhibition and apoptosis in AML cells",10.0,10.0,µM,Preclinical AML data suggest low-micromolar IC50; repurposed from antiparasitic use,niclosamide,False,CHEMBL1448
Mebendazole,Anthelmintic; microtubule inhibitor,"Binds tubulin and disrupts microtubule polymerization, impairing mitosis in rapidly dividing AML cells",0.1,50.0,µM,Some preclinical AML data with micromolar IC50s,mebendazole,False,CHEMBL685
Valproic Acid,Histone deacetylase (HDAC) inhibitor; antiepileptic,"Inhibits class I/II HDACs, leading to increased histone acetylation, differentiation, and growth arrest of AML cells",0.1,10.0,mM,Clinically used as an antiepileptic and mood stabilizer; induces differentiation and growth arrest in AML but typically requires millimolar levels in vitro,valproic acid,False,CHEMBL109
