drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Sunitinib,Multikinase inhibitor,"Targets FLT3, KIT, PDGFR, and VEGFR to inhibit signaling pathways driving AML proliferation",1.0,3000.0,nM,Reported IC50 in AML cells ~20–200 nM; suggested concentrations from 1 nM to 3 µM,sunitinib,False,CHEMBL597365
Dasatinib,Tyrosine kinase inhibitor,"Inhibits SRC/ABL family kinases and partially KIT/FLT3 signaling, reducing downstream survival signaling",1.0,1000.0,nM,Preclinical AML data; reported IC50 in AML lines ~10–300 nM; suggested range 1–300 nM and 1 µM,dasatinib,False,CHEMBL1421
Nilotinib,Tyrosine kinase inhibitor,"Inhibits BCR‑ABL and KIT with higher potency than imatinib, targeting kinase‑dependent AML subsets",1.0,3000.0,nM,Reported IC50 in KIT‑dependent lines ~10–100 nM; suggested range 1–300 nM and 1–3 µM,nilotinib,False,CHEMBL255863
Crizotinib,Tyrosine kinase inhibitor,"Inhibits ALK, MET, and ROS1 signaling pathways implicated in some AML subsets",10.0,10.0,µM,Reported IC50 in various leukemia lines ~0.1–2 µM; suggested test points 10–300 nM and 1–10 µM,crizotinib,False,CHEMBL601719
Navitoclax,BCL‑2/BCL‑XL inhibitor,"Inhibits anti‑apoptotic proteins BCL‑2 and BCL‑XL, enhancing apoptotic cell death",10.0,10.0,µM,Also known as ABT‑263; reported IC50 often ~0.1–1 µM in myeloid lines; suggested range 10–300 nM and 1–10 µM,navitoclax,False,CHEMBL2105690
Ruxolitinib,JAK inhibitor,Inhibits JAK1 and JAK2 to reduce JAK/STAT signaling involved in AML survival and microenvironmental signaling,0.3,30.0,µM,Reported IC50 typically ~0.5–5 µM in myeloid cells; suggested range 0.3–30 µM,ruxolitinib,False,CHEMBL1287854
Tofacitinib,JAK inhibitor,"Inhibits JAK1 and JAK3, modulating JAK/STAT pathway activity in AML cells",0.3,30.0,µM,Approved for rheumatoid arthritis; expected IC50 in AML lines likely low‑micromolar; suggested range 0.3–30 µM,tofacitinib,False,CHEMBL2103743
Ibrutinib,BTK inhibitor,"Irreversibly inhibits Bruton's tyrosine kinase (BTK), affecting survival signaling in some AML subsets",0.3,30.0,µM,Reported IC50 in myeloid lines often ~1–10 µM; suggested range 0.3–30 µM; preclinical evidence of synergy with other AML agents,ibrutinib,False,CHEMBL1873475
Everolimus,mTOR inhibitor,Inhibits mTORC1 to suppress PI3K/AKT/mTOR signaling and AML cell growth,0.3,300.0,nM,Reported IC50 for mTOR signaling ~1–20 nM; growth inhibition often ~10–100 nM; suggested range 0.3–100 nM and 300 nM,everolimus,False,CHEMBL1908360
Temsirolimus,mTOR inhibitor,Rapamycin analogue that inhibits mTOR to reduce AML cell proliferation,0.3,1000.0,nM,Rapalog mTOR inhibitor; early clinical AML trials conducted; growth inhibition often in tens of nM; suggested range 0.3–300 nM and 1 µM,temsirolimus,False,CHEMBL1201182
Pimozide,Antipsychotic / STAT5 pathway inhibitor,Antagonizes dopaminergic signaling and functionally inhibits STAT5 and related survival pathways in leukemia cells,0.3,30.0,µM,Reported IC50 in leukemia cells often ~1–10 µM; suggested range 0.3–30 µM,pimozide,False,CHEMBL1423
Disulfiram,ALDH inhibitor,"Inhibits aldehyde dehydrogenase and, in the presence of copper, forms complexes that induce ROS and proteasome inhibition",10.0,3.0,µM,"Often tested with copper (e.g., CuCl2 0.5–1 µM); reported IC50 in AML lines typically ~0.1–1 µM with copper; suggested range 10–300 nM and 1–3 µM; specify copper conditions consistently",disulfiram,False,CHEMBL964
Metformin,Metabolic modulator / antidiabetic,"Activates AMPK and inhibits mitochondrial complex I, disrupting energy metabolism in AML cells",0.3,30.0,mM,Reported IC50 in leukemia lines often 1–10 mM; suggested range 0.3–30 mM; monitor osmolarity and pH,metformin,False,CHEMBL1431
Chloroquine / Hydroxychloroquine,Autophagy inhibitor,"Lysosomotropic agent that inhibits autophagic flux and lysosomal function, sensitizing AML cells",1.0,100.0,µM,Chloroquine derivatives (chloroquine or hydroxychloroquine) used; reported IC50 in AML lines typically 5–30 µM; suggested range 1–100 µM,chloroquine hydroxychloroquine,False,CHEMBL1535
Valproic acid,HDAC inhibitor,"Broad histone deacetylase inhibition leading to altered gene expression, differentiation, and apoptosis in AML cells",0.1,10.0,mM,Also an antiepileptic drug; reported IC50 in AML lines usually 0.5–3 mM; suggested range 0.1–10 mM,valproic acid,False,CHEMBL109
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, causing accumulation of misfolded proteins and apoptosis in AML cells",0.5,100.0,nM,Reported IC50 in AML lines often ~5–50 nM; suggested range 0.5–100 nM; synergy reported with FLT3 inhibitors and HDAC inhibitors,bortezomib,False,CHEMBL325041
