drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Pan–tyrosine kinase inhibitor,"Inhibits BCR‑ABL, FLT3, KIT, FGFR and other tyrosine kinases, blocking oncogenic signaling",0.1,2.0,µM,Approved for CML and Ph+ ALL; potent against FLT3‑ITD; MOLM‑13 often shows IC50 in low‑nanomolar range,ponatinib,False,CHEMBL2105708
Dasatinib,Src/ABL family tyrosine kinase inhibitor,Blocks Src and ABL family kinases and also inhibits KIT and some FLT3 signaling,1.0,5.0,µM,Approved for CML and ALL; reported anti‑AML activity; MOLM‑13 viability often reduced in 10–100 nM range,dasatinib,False,CHEMBL1421
Nintedanib,Triple angiokinase inhibitor,"Inhibits VEGFR, FGFR, and PDGFR to interfere with angiogenic and growth factor signaling",1.0,10.0,µM,Approved for idiopathic pulmonary fibrosis and NSCLC; shown to impair AML blast proliferation and angiocrine support; AML IC50 typically sub‑ to low‑µM,nintedanib,False,CHEMBL502835
Navitoclax,BCL‑2 family inhibitor,"Inhibits BCL‑2, BCL‑XL, and BCL‑W to trigger apoptosis in malignant cells",0.001,5.0,µM,Also known as ABT‑263; clinical‑stage molecule; AML IC50 typically tens of nM to low‑µM,navitoclax,False,CHEMBL2105690
Ruxolitinib,JAK inhibitor,"Inhibits JAK1 and JAK2, blocking cytokine‑mediated JAK/STAT signaling",1.0,10.0,µM,"Approved for myelofibrosis, polycythemia vera, and GVHD; synergistic with FLT3/BCL2 inhibitors in AML; IC50 often mid‑nM to low‑µM",ruxolitinib,False,CHEMBL1287854
Ibrutinib,BTK inhibitor,"Irreversibly inhibits Bruton’s tyrosine kinase and also targets ITK, TEC, and EGFR off‑target",0.01,20.0,µM,FDA‑approved for multiple B‑cell malignancies; limited but positive AML data; expected AML IC50 in high‑nM to µM range,ibrutinib,False,CHEMBL1873475
Auranofin,Thioredoxin reductase inhibitor,Inhibits thioredoxin reductase leading to oxidative stress and apoptosis,0.005,10.0,µM,Oral gold complex approved for rheumatoid arthritis; preclinical AML data show apoptosis induction; AML IC50 commonly ~0.1–2 µM,auranofin,False,CHEMBL1366
Disulfiram,ALDH inhibitor / proteasome–NPL4 modulator,"Inhibits aldehyde dehydrogenase and, in complex with copper, interferes with proteasome and NPL4 function",0.05,5.0,µM,Alcoholism treatment; more potent with Cu2+ (typically 0.5–2 µM disulfiram plus 0.5–2 µM CuCl2 at ~1:1–1:2 molar ratio); robust AML literature; MOLM‑13 usually sensitive in low‑µM range,disulfiram,False,CHEMBL964
Metformin,Biguanide antidiabetic,"Activates AMPK and inhibits mitochondrial complex I, altering cellular energy metabolism",0.1,20.0,mM,Widely used diabetes drug; several AML lines respond at 1–10 mM; used as metabolic stressor or combination agent in AML studies,metformin,False,CHEMBL1431
Niclosamide,Anthelmintic / mitochondrial uncoupler,"Uncouples oxidative phosphorylation and modulates Wnt, STAT3, and mTOR signaling pathways",0.05,10.0,µM,Anti‑helminthic drug; reported anti‑AML activity via Wnt and mitochondrial disruption; IC50 usually sub‑ to low‑µM,niclosamide,False,CHEMBL1448
Mebendazole,Anthelmintic / tubulin inhibitor,Inhibits tubulin polymerization and can modulate hedgehog signaling,0.05,20.0,µM,Anti‑helminthic; broad anti‑cancer data; AML lines generally respond around 1–10 µM,mebendazole,False,CHEMBL685
Clofazimine,Antimycobacterial / redox‑active agent,Generates reactive oxygen species and perturbs cellular membranes via redox cycling,0.01,10.0,µM,Leprosy drug; induces apoptosis and inhibits proliferation in leukemia models; expected AML IC50 in sub‑ to low‑µM range,clofazimine,False,CHEMBL1292
Chloroquine,Autophagy inhibitor / antimalarial,Lysosomotropic weak base that elevates lysosomal pH and inhibits autophagic flux,0.5,50.0,µM,Antimalarial and anti‑rheumatic; often used to block autophagy in AML; single‑agent IC50 usually 10–30 µM; text also mentions hydroxychloroquine as an alternative in same class,chloroquine,False,CHEMBL76
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, leading to accumulation of ubiquitinated proteins and apoptosis",0.0005,0.5,µM,Approved for multiple myeloma and mantle cell lymphoma; strong anti‑AML effect; AML and MOLM‑13 IC50 typically ~5–50 nM,bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor,Irreversibly inhibits the chymotrypsin‑like activity of the 20S proteasome core,0.0005,0.5,µM,Approved for multiple myeloma; potent in AML preclinical models; IC50 usually in low‑ to mid‑nanomolar range,carfilzomib,False,CHEMBL451887
Panobinostat,Histone deacetylase (HDAC) inhibitor,"Pan‑HDAC inhibition leading to altered chromatin structure and transcription, promoting apoptosis",0.0005,1.0,µM,Approved for multiple myeloma; strong pro‑apoptotic effect in AML; typical IC50 5–100 nM in AML lines,panobinostat,False,CHEMBL483254
