drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Sunitinib,Multi-kinase inhibitor,Inhibits multiple kinases including FLT3 and KIT,0.3,3.0,µM,Approved RCC/GIST; range given as 0.3 nM–3 µM (converted start to µM).,sunitinib,False,CHEMBL597365
Ponatinib,Kinase inhibitor (ABL/FLT3),Inhibits ABL and other kinases including FLT3,0.1,1.0,µM,Approved CML/ALL; range given as 0.1 nM–1 µM (converted start to µM).,ponatinib,False,CHEMBL2105708
Dasatinib,Kinase inhibitor (SRC/ABL),Inhibits SRC-family kinases and ABL signaling,0.1,1.0,µM,Approved CML/ALL; range given as 0.1 nM–1 µM (converted start to µM).,dasatinib,False,CHEMBL1421
Panobinostat,HDAC inhibitor,Pan-HDAC inhibition leading to altered chromatin acetylation and transcriptional regulation,0.0003,0.3,µM,Approved multiple myeloma; optional extension noted up to 1 µM; primary range given as 0.3 nM–300 nM (converted to µM).,panobinostat,False,CHEMBL483254
Entinostat,HDAC inhibitor,"Inhibits histone deacetylases, modulating gene expression programs",0.001,10.0,µM,Clinically studied; range given as 1 nM–10 µM (converted start to µM).,entinostat,False,CHEMBL27759
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, disrupting proteostasis and affecting NF-κB/stress pathways",5e-05,0.05,µM,Approved myeloma/MCL; optional extension noted up to 200 nM (0.2 µM); range given as 0.05 nM–50 nM (converted to µM).,bortezomib,False,CHEMBL325041
Navitoclax,BCL-2/BCL-xL inhibitor (BH3 mimetic),Inhibits anti-apoptotic proteins BCL-2 and BCL-xL to trigger apoptosis,0.0003,3.0,µM,Also referred to as ABT-263 in parentheses; investigational; range given as 0.3 nM–3 µM (converted start to µM).,navitoclax,False,CHEMBL2105690
Ruxolitinib,JAK inhibitor,Inhibits JAK1/JAK2 signaling to reduce cytokine-driven survival/proliferation pathways,0.001,10.0,µM,Approved myelofibrosis; range given as 1 nM–10 µM (converted start to µM).,ruxolitinib,False,CHEMBL1287854
Metformin,Biguanide (metabolic modulator),Impacts mitochondrial complex I and activates AMPK-linked metabolic stress responses,0.01,30.0,mM,Widely used antidiabetic; note says to use mM range and control for osmolarity/media effects; range given as 10 µM–30 mM (converted start to mM).,metformin,False,CHEMBL1431
Atovaquone,Antiparasitic (mitochondrial electron transport inhibitor),Disrupts mitochondrial electron transport/respiration,0.1,30.0,µM,Approved antiparasitic; anticancer interest; solubility may be limiting; consider formulation.,atovaquone,False,CHEMBL1450
Disulfiram,ALDH inhibitor (repurposed agent),Inhibits ALDH and can induce copper-dependent cytotoxicity,0.01,30.0,µM,Often tested with/without Cu²⁺ supplementation; range given as 10 nM–30 µM (converted start to µM).,disulfiram,False,CHEMBL964
Itraconazole,Azole antifungal (repurposed agent),"Reported to affect hedgehog signaling, angiogenesis, and cholesterol trafficking (in repurposing context)",0.1,30.0,µM,Antifungal; hydrophobic—precipitation/solubility considerations noted elsewhere in text.,itraconazole,False,CHEMBL5483033
Mebendazole,Anthelmintic (microtubule-targeting),Interferes with microtubules/tubulin dynamics,0.001,10.0,µM,Repurposing interest; solubility issues common; verify stock and precipitation; range given as 1 nM–10 µM (converted start to µM).,mebendazole,False,CHEMBL685
